subject,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
test,parkinson_ml,-52.307415,6.454481,7.026539,2.173934,0.12308966,-0.99320525,1.15982,1.1838065,0.2834341,1.3208869,0.22896871,1.2510853,-0.40883124,0.011905567,0.06996273,1439.5034
